source.name	sequenceID	length	pubmed_id	serotype	genotype	isolate_data.country	isolate_data.collection_year	isolate_data.sampled_host_sci_name
ncbi-curated	KY849763	10669	29377886	2	-	Laos: Vientiane	2010	Homo sapiens
ncbi-curated	KY849764	10674	29377886	2	-	Laos: Vientiane	2009	Homo sapiens
ncbi-curated	KY849765	10675	29377886	2	-	Laos: Vientiane	2009	Homo sapiens
ncbi-curated	KY849766	10675	29377886	2	-	Laos: Vientiane	2010	Homo sapiens
ncbi-curated	KY849767	10675	29377886	2	-	Laos: Vientiane	2010	Homo sapiens
ncbi-curated	KY849768	10675	29377886	2	-	Laos: Vientiane	2010	Homo sapiens
ncbi-curated	KY849769	10645	29377886	3	-	Laos: Vientiane	2010	Homo sapiens
ncbi-curated	KY849770	10659	29377886	3	-	Laos: Vientiane	2010	Homo sapiens
ncbi-curated	KY849771	10659	29377886	3	-	Laos: Vientiane	2010	Homo sapiens
ncbi-curated	KY849772	10659	29377886	3	-	Laos: Vientiane	2010	Homo sapiens
ncbi-curated	KY849773	10659	29377886	3	-	Laos: Vientiane	2010	Homo sapiens
ncbi-curated	KY849774	10660	29377886	3	-	Laos: Vientiane	2010	Homo sapiens
ncbi-curated	KY849775	10659	29377886	3	-	Laos: Vientiane	2010	Homo sapiens
ncbi-curated	KY347007	6393	29426993	1	1V	Mexico: Veracruz, Veracruz	2013	Homo sapiens
ncbi-curated	KY347009	6390	29426993	1	1V	Mexico: Puebla	2014	Homo sapiens
ncbi-curated	KY347011	6396	29426993	1	-	Mexico: Puebla	2014	Homo sapiens
ncbi-curated	KY347013	6396	29426993	1	-	Mexico: Chiapas	2014	Homo sapiens
ncbi-curated	MG272272	10652	29470509	4	4I	India	2016	Homo sapiens
ncbi-curated	MG272273	10652	29470509	4	-	India	2016	Homo sapiens
ncbi-curated	MG272274	10652	29470509	4	-	India	2016	Homo sapiens
ncbi-curated	KY926848	10597	29497564	1	1I	French Polynesia: Faa'a commune	2013	Homo sapiens
ncbi-curated	KY926849	10597	29497564	1	1IV	French Polynesia	2008	Homo sapiens
ncbi-curated	LC335871	10179	29557338	1	1I	Japan:Tokyo, Shibuya, Yoyogi park	2014	Aedes albopictus
ncbi-curated	LC335872	10179	29557338	1	1I	Japan:Tokyo, Shibuya, Yoyogi park	2014	Aedes albopictus
ncbi-curated	LC335873	10179	29557338	1	1I	Japan:Tokyo, Shibuya, Yoyogi park	2014	Aedes albopictus
ncbi-curated	LC335874	10179	29557338	1	1I	Japan:Tokyo, Shibuya, Yoyogi park	2014	Aedes albopictus
ncbi-curated	LC335875	10179	29557338	1	1I	Japan:Tokyo, Shibuya, Meiji Jingu	2014	Aedes albopictus
ncbi-curated	LC335876	10179	29557338	1	1I	Japan:Tokyo, Shibuya, Meiji Jingu	2014	Aedes albopictus
ncbi-curated	LC335877	10179	29557338	1	1I	Japan:Tokyo, Shibuya, Meiji Jingu	2014	Aedes albopictus
ncbi-curated	LC335878	10179	29557338	1	1I	Japan:Tokyo, Shibuya, Meiji Jingu	2014	Aedes albopictus
ncbi-curated	LC335879	10179	29557338	1	1I	Japan:Tokyo, Shibuya, Yoyogi park	2014	Aedes albopictus
ncbi-curated	LC335880	10179	29557338	1	1I	Japan:Tokyo, Shibuya, National Olympics Memorial Youth Center	2014	Aedes albopictus
ncbi-curated	LC335881	10179	29557338	1	1I	Japan:Tokyo, Shinjuku, Shinjuku Central Park	2014	Aedes albopictus
ncbi-curated	MG679800	10735	29868504	1	1I	Myanmar	2017	Homo sapiens
ncbi-curated	MG679801	10735	29868504	1	1I	Myanmar	2017	Homo sapiens
ncbi-curated	MG877552	10625	30005085	1	1I	Laos	2012	Homo sapiens
ncbi-curated	MG877553	10719	30005085	1	1V	Haiti	2012	Homo sapiens
ncbi-curated	MG877554	10719	30005085	1	1I	Thailand	2012	Homo sapiens
ncbi-curated	MG877555	10719	30005085	1	1I	New Caledonia	2013	Homo sapiens
ncbi-curated	MG877556	10718	30005085	1	1I	Thailand	2013	Homo sapiens
ncbi-curated	MG877557	10751	30005085	1	-	Gabon	2012	Homo sapiens
ncbi-curated	MH010629	10690	30023351	2	2II	China	2017	Homo sapiens
ncbi-curated	MG599592	10176	30286095	2	2II	Taiwan	2001	-
ncbi-curated	MG599593	10176	30286095	2	2II	Taiwan	2001	-
ncbi-curated	MG599594	10176	30286095	2	2II	Taiwan	2001	-
ncbi-curated	MG599595	10176	30286095	2	2II	Taiwan	2001	-
ncbi-curated	MG599596	10176	30286095	2	2II	Taiwan	2001	-
ncbi-curated	MG599597	10176	30286095	2	2II	Taiwan	2001	-
ncbi-curated	MG599598	10176	30286095	2	2II	Taiwan	2001	-
ncbi-curated	MG599599	10176	30286095	2	2II	Taiwan	2001	-
ncbi-curated	MG599600	10176	30286095	2	2II	Taiwan	2001	-
ncbi-curated	MG599601	10176	30286095	2	2II	Taiwan	2001	-
ncbi-curated	MG599602	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599603	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599604	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599605	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599606	10176	30286095	2	2II	Taiwan	2001	-
ncbi-curated	MG599607	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599608	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599609	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599610	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599611	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599612	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599613	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599614	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599615	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599616	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599617	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599618	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599619	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599620	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599621	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599622	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599623	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599624	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599625	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599626	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599627	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599628	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599629	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599630	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599631	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599632	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599633	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MG599634	10176	30286095	2	2II	Taiwan	2002	-
ncbi-curated	MH822939	10628	30528666	2	2II	India	2012	Homo sapiens
ncbi-curated	MH822940	10620	30528666	2	2II	India	2014	Homo sapiens
ncbi-curated	MH822941	10601	30528666	2	2II	India	2013	Homo sapiens
ncbi-curated	MH822942	10667	30528666	2	2II	India	2014	Homo sapiens
ncbi-curated	MH822943	10580	30528666	2	2II	India	2014	Homo sapiens
ncbi-curated	MH822944	10723	30528666	2	2II	India	2012	Homo sapiens
ncbi-curated	MH822945	10589	30528666	2	2II	India	2012	Homo sapiens
ncbi-curated	MH822946	10634	30528666	2	2II	India	2012	Homo sapiens
ncbi-curated	MH822947	10709	30528666	2	2II	India	2012	Homo sapiens
ncbi-curated	MH822948	10721	30528666	2	2II	India	2012	Homo sapiens
ncbi-curated	MH822949	10723	30528666	2	-	India	2014	Homo sapiens
ncbi-curated	MH822950	10580	30528666	2	-	India	2013	Homo sapiens
ncbi-curated	MH822951	10709	30528666	2	-	India	2013	Homo sapiens
ncbi-curated	MH822952	10642	30528666	2	-	India	2014	Homo sapiens
ncbi-curated	MH822953	10588	30528666	2	-	India	2015	Homo sapiens
ncbi-curated	MH822954	10631	30528666	2	-	India	2015	Homo sapiens
ncbi-curated	MH822955	10723	30528666	2	-	India	2014	Homo sapiens
ncbi-curated	MH822956	10723	30528666	2	-	India	2013	Homo sapiens
ncbi-curated	MH822957	10619	30528666	3	3III	India	2013	Homo sapiens
ncbi-curated	MH822958	10619	30528666	1	-	India	2012	Homo sapiens
ncbi-curated	MH822959	10714	30528666	1	-	India	2012	Homo sapiens
ncbi-curated	MH271402	10630	30830907	1	1I	China	2014	Homo sapiens
ncbi-curated	MH271403	10711	30830907	1	1I	China	2014	Homo sapiens
ncbi-curated	MH271404	10690	30830907	1	1I	China	2014	Homo sapiens
ncbi-curated	MH271405	10638	30830907	1	-	China	2014	Homo sapiens
ncbi-curated	MH271406	10625	30830907	1	-	China	2014	Homo sapiens
ncbi-curated	MH613984	10723	30844508	2	-	Mexico: Mexico City	2017	-
ncbi-curated	MH613985	10723	30844508	2	-	Mexico: Mexico City	2017	-
ncbi-curated	MH613986	10723	30844508	2	-	Mexico: Mexico City	2017	-
ncbi-curated	MH460898	9979	30882320	2	-	Angola: Luanda	2018	Homo sapiens; 48 yr. old male
ncbi-curated	MH781013	10651	30905775	2	2III	Mexico	2012	Aedes aegypti
ncbi-curated	MH781014	10617	30905775	2	2III	Mexico	2012	Aedes aegypti
ncbi-curated	MH781015	10705	30905775	2	2III	Mexico	2012	Aedes aegypti
ncbi-curated	LC436667	10673	31351235	1	-	Bangladesh	2017	Homo sapiens
ncbi-curated	LC436668	10673	31351235	1	-	Bangladesh	2017	Homo sapiens
ncbi-curated	LC436669	10671	31351235	2	2II	Bangladesh	2017	Homo sapiens
ncbi-curated	LC436670	10671	31351235	2	-	Bangladesh	2017	Homo sapiens
ncbi-curated	LC436671	10671	31351235	2	-	Bangladesh	2017	Homo sapiens
ncbi-curated	LC436672	10671	31351235	2	2II	Bangladesh	2017	Homo sapiens
ncbi-curated	LC436673	10671	31351235	2	2II	Bangladesh	2017	Homo sapiens
ncbi-curated	LC436674	10671	31351235	2	2II	Bangladesh	2017	Homo sapiens
ncbi-curated	LC436675	10671	31351235	2	2II	Bangladesh	2017	Homo sapiens
ncbi-curated	LC436676	10666	31351235	3	3I	Bangladesh	2017	Homo sapiens
ncbi-curated	LC436677	10666	31351235	3	3I	Bangladesh	2017	Homo sapiens
ncbi-curated	MK411558	10696	31357059	2	2II	Indonesia: Jambi	2016	Homo sapiens; mother
ncbi-curated	MK411559	10676	31357059	2	2II	Indonesia: Jambi	2016	Homo sapiens; neonate
ncbi-curated	MK517773	10646	31817553	2	2III	Brazil	2017	Ae. (Stg.) aegypti
ncbi-curated	LC379193	10663	31821892	3	3III	Gabon: Lambarene	2016	Homo sapiens
ncbi-curated	LC379194	10663	31821892	3	3III	Gabon: Lambarene	2016	Homo sapiens
ncbi-curated	LC379195	10663	31821892	3	3III	Gabon: Lambarene	2016	Homo sapiens
ncbi-curated	LC379196	10663	31821892	3	3III	Gabon: Lambarene	2016	Homo sapiens
ncbi-curated	LC379197	10641	31821892	3	3III	Gabon: Lambarene	2017	Homo sapiens
ncbi-curated	MN083245	10173	32145478	3	3I	Sri Lanka	2017	Homo sapiens
ncbi-curated	MN083246	10173	32145478	3	3I	Sri Lanka	2017	Homo sapiens
ncbi-curated	MN567709	8413	32163449	1	-	Brazil: Espirito Santo, BR	2019	Aedes albopictus
ncbi-curated	MN959467	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959468	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959469	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959470	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959471	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959472	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959473	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959474	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959475	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959476	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959477	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959478	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959479	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959480	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959481	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959482	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959483	9976	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN959484	9976	32428189	2	2III	Brazil	2017	Homo sapiens
ncbi-curated	MN959485	5798	32428189	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MN952966	10173	32451883	2	2II	China	2015	Homo sapiens
ncbi-curated	MN952967	10173	32451883	2	2II	China	2015	Homo sapiens
ncbi-curated	MT397276	10176	32497574	1	-	Thailand	2015	mosquito
ncbi-curated	MT397277	10176	32497574	1	-	Thailand	2015	mosquito
ncbi-curated	MT180479	10723	32555732	2	2II	Sri Lanka: Kandy	2017	Homo sapiens
ncbi-curated	MN566109	10702	32992973	2	-	New Caledonia	2017	Homo sapiens
ncbi-curated	MN566110	10704	32992973	2	-	New Caledonia	2017	Homo sapiens
ncbi-curated	MN566111	10722	32992973	2	-	New Caledonia	2018	Homo sapiens
ncbi-curated	MN566112	10722	32992973	2	-	New Caledonia	2018	Homo sapiens
ncbi-curated	MZ008438	10477	33326875	1	1V	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008439	10731	33326875	1	-	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008440	10628	33326875	1	1V	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008441	10729	33326875	1	1V	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008442	10731	33326875	1	-	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008443	10731	33326875	1	-	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008444	10731	33326875	1	1V	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008445	10679	33326875	1	-	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008446	10721	33326875	1	1V	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008447	10697	33326875	1	-	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008448	10732	33326875	1	-	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008449	10693	33326875	1	-	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008450	10615	33326875	1	-	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008451	10689	33326875	1	-	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008452	10678	33326875	1	-	Nicaragua	2014	Homo sapiens
ncbi-curated	MZ008453	10630	33326875	1	1V	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008454	10633	33326875	2	2III	Nicaragua	2016	Homo sapiens
ncbi-curated	MZ008455	10633	33326875	2	2III	Nicaragua	2016	Homo sapiens
ncbi-curated	MZ008456	10638	33326875	2	2III	Nicaragua	2016	Homo sapiens
ncbi-curated	MZ008457	10659	33326875	2	2III	Nicaragua	2015	Homo sapiens
ncbi-curated	MZ008458	10590	33326875	2	2III	Nicaragua	2015	Homo sapiens
ncbi-curated	MZ008459	10631	33326875	2	2III	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008460	10632	33326875	2	2III	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008461	10576	33326875	2	2III	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008462	10664	33326875	2	2III	Nicaragua	2015	Homo sapiens
ncbi-curated	MZ008463	10725	33326875	2	2III	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008464	10472	33326875	2	2III	Nicaragua	2014	Homo sapiens
ncbi-curated	MZ008465	10588	33326875	2	2III	Nicaragua	2015	Homo sapiens
ncbi-curated	MZ008466	10517	33326875	2	2III	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008467	10724	33326875	2	2III	Nicaragua	2015	Homo sapiens
ncbi-curated	MZ008468	10640	33326875	3	3III	Nicaragua	2014	Homo sapiens
ncbi-curated	MZ008469	10170	33326875	3	3III	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008470	10170	33326875	3	3III	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008471	10170	33326875	3	3III	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008472	10170	33326875	3	3III	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008473	10170	33326875	3	3III	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008474	10170	33326875	3	3III	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008475	10170	33326875	3	3III	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008476	10170	33326875	3	3III	Nicaragua	2014	Homo sapiens
ncbi-curated	MZ008477	10170	33326875	3	3III	Nicaragua	2013	Homo sapiens
ncbi-curated	MZ008478	10672	33326875	3	3III	Nicaragua	2013	Homo sapiens
ncbi-curated	MW186239	10723	33583132	2	2II	Singapore	2019	Homo sapiens
ncbi-curated	MW186240	10723	33583132	2	2II	Singapore	2019	Homo sapiens
ncbi-curated	MN589858	10651	33672226	2	2III	Brazil	2007	Homo sapiens
ncbi-curated	MN589859	10651	33672226	2	2III	Brazil	2007	Homo sapiens
ncbi-curated	MN589860	10651	33672226	2	2III	Brazil	2007	Homo sapiens
ncbi-curated	MN589861	10651	33672226	2	2III	Brazil	2008	Homo sapiens
ncbi-curated	MN589862	10651	33672226	2	2III	Brazil	2008	Homo sapiens
ncbi-curated	MN589863	10651	33672226	2	2III	Brazil	2008	Homo sapiens
ncbi-curated	MN589864	10651	33672226	2	2III	Brazil	2008	Homo sapiens
ncbi-curated	MN589865	10651	33672226	2	2III	Brazil	2008	Homo sapiens
ncbi-curated	MN589866	10651	33672226	2	2III	Brazil	2009	Homo sapiens
ncbi-curated	MN589867	10651	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MN589868	10651	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MN589869	10651	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MN589870	10651	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MN589871	10651	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MN589872	10651	33672226	2	2III	Brazil	2011	Homo sapiens
ncbi-curated	MN589873	10651	33672226	2	2III	Brazil	2011	Homo sapiens
ncbi-curated	MN589874	10651	33672226	2	2III	Brazil	2011	Homo sapiens
ncbi-curated	MN589875	10651	33672226	2	2III	Brazil	2011	Homo sapiens
ncbi-curated	MN589876	10651	33672226	2	2III	Brazil	2011	Homo sapiens
ncbi-curated	MN589877	10651	33672226	2	2III	Brazil	2011	Homo sapiens
ncbi-curated	MN589878	10651	33672226	2	2III	Brazil	2011	Homo sapiens
ncbi-curated	MW577809	10699	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577810	10701	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577811	10722	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577812	10707	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577813	10725	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577814	10716	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577815	10725	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577816	10724	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577817	10725	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577818	10724	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577819	10724	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577820	10722	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577821	10724	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577822	10725	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577823	10724	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577824	10724	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577825	10724	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577826	10723	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577827	10710	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577828	10721	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577829	10721	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577830	10724	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577831	10725	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MW577832	10723	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MW577833	10723	33672226	2	2III	Brazil	2011	Homo sapiens
ncbi-curated	MW577834	10723	33672226	2	2III	Brazil	2011	Homo sapiens
ncbi-curated	MW577835	10719	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MW577836	10681	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577837	10677	33672226	2	2III	Brazil	2009	Homo sapiens
ncbi-curated	MW577838	10719	33672226	2	2III	Brazil	2011	Homo sapiens
ncbi-curated	MW577839	10715	33672226	2	2III	Brazil	2019	Homo sapiens
ncbi-curated	MW577840	10684	33672226	2	2III	Brazil	2011	Homo sapiens
ncbi-curated	MW577841	10683	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MW577842	10701	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MW577843	10662	33672226	2	2III	Brazil	2008	Homo sapiens
ncbi-curated	MW577844	10689	33672226	2	2III	Brazil	2008	Homo sapiens
ncbi-curated	MW577845	10689	33672226	2	2III	Brazil	2008	Homo sapiens
ncbi-curated	MW577846	10711	33672226	2	2III	Brazil	2008	Homo sapiens
ncbi-curated	MW577847	10673	33672226	2	2III	Brazil	2008	Homo sapiens
ncbi-curated	MW577848	10720	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MW577849	10723	33672226	2	2III	Brazil	2008	Homo sapiens
ncbi-curated	MW577850	10719	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MW577851	10663	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MW577852	10701	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MW577853	10659	33672226	2	2III	Brazil	2009	Homo sapiens
ncbi-curated	MW577854	10697	33672226	2	2III	Brazil	2008	Homo sapiens
ncbi-curated	MW577855	10664	33672226	2	2III	Brazil	2010	Homo sapiens
ncbi-curated	MW315172	10735	33686914	1	1I	New Caledonia	2013	Homo sapiens
ncbi-curated	MW315173	10728	33686914	1	1I	New Caledonia	2014	Homo sapiens
ncbi-curated	MW315174	10719	33686914	1	1I	New Caledonia	2014	Homo sapiens
ncbi-curated	MW315175	10741	33686914	1	1I	New Caledonia	2016	Homo sapiens
ncbi-curated	MW315176	10735	33686914	1	1I	New Caledonia	2016	Homo sapiens
ncbi-curated	MW315177	10735	33686914	1	1I	New Caledonia	2016	Homo sapiens
ncbi-curated	MW315178	10734	33686914	1	1I	New Caledonia	2016	Homo sapiens
ncbi-curated	MW315179	10692	33686914	1	1I	New Caledonia	2016	Homo sapiens
ncbi-curated	MW315180	10719	33686914	1	1I	New Caledonia	2016	Homo sapiens
ncbi-curated	MW315181	10745	33686914	1	1I	New Caledonia	2016	Homo sapiens
ncbi-curated	MW315182	10734	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW315183	10735	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW315184	10657	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW315185	10735	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW315186	10723	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW315187	10700	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW315188	10735	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW315189	10735	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW315190	10635	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW315191	10735	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW315192	10695	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW315193	10616	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW315194	10745	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW315195	10734	33686914	1	1I	New Caledonia	2017	Homo sapiens
ncbi-curated	MW191698	10585	34082088	2	2II	India	2016	Homo sapiens
ncbi-curated	MW191699	10585	34082088	2	2II	India	2016	Homo sapiens
ncbi-curated	MW191700	10585	34082088	2	2II	India	2017	Homo sapiens
ncbi-curated	MW191701	10585	34082088	2	2II	India	2017	Homo sapiens
ncbi-curated	MW191720	10533	34082088	1	-	India	2016	Homo sapiens
ncbi-curated	MW191721	10533	34082088	1	-	India	2016	Homo sapiens
ncbi-curated	MW191722	10578	34082088	1	-	India	2016	Homo sapiens
ncbi-curated	MW191723	10533	34082088	1	-	India	2016	Homo sapiens
ncbi-curated	MW191724	10533	34082088	1	-	India	2017	Homo sapiens
ncbi-curated	MW191725	10533	34082088	1	-	India	2017	Homo sapiens
ncbi-curated	MW192820	10539	34082088	3	3III	India	2016	Homo sapiens
ncbi-curated	MW192821	10558	34082088	3	3III	India	2016	Homo sapiens
ncbi-curated	MW192822	10571	34082088	3	3III	India	2016	Homo sapiens
ncbi-curated	MW192823	10571	34082088	3	3III	India	2016	Homo sapiens
ncbi-curated	MW192824	10571	34082088	3	3III	India	2017	Homo sapiens
ncbi-curated	MW192825	10161	34082088	4	-	India	2017	Homo sapiens
ncbi-curated	MW265664	10678	34139961	1	1I	Cambodia: Mondulkiri	2016	Homo sapiens
ncbi-curated	MW265665	10627	34139961	1	1I	Cambodia: Tbaung Khmom	2016	Homo sapiens
ncbi-curated	MW265666	10674	34139961	1	1I	Cambodia: Kampong Cham	2016	Homo sapiens
ncbi-curated	MW265667	10605	34139961	1	1I	Cambodia: Seam Reap	2016	Homo sapiens
ncbi-curated	MW265668	10235	34139961	1	1I	Cambodia: Battambong	2011	Homo sapiens
ncbi-curated	MW265669	10468	34139961	1	1I	Cambodia: Prey Veng	2011	Homo sapiens
ncbi-curated	MW265670	10627	34139961	1	1I	Cambodia: Phnom Penh	2012	Homo sapiens
ncbi-curated	MW265671	10675	34139961	1	1I	Cambodia: Battambong	2012	Homo sapiens
ncbi-curated	MW265672	10230	34139961	1	1I	Cambodia: Phnom Penh	2013	Homo sapiens
ncbi-curated	MW265673	10617	34139961	1	1I	Cambodia: Phnom Penh	2014	Homo sapiens
ncbi-curated	MW265674	10442	34139961	1	1I	Cambodia: Takeo	2014	Homo sapiens
ncbi-curated	MW265675	10606	34139961	1	1I	Cambodia: Kampong Speu	2014	Homo sapiens
ncbi-curated	MW265676	10587	34139961	1	1I	Cambodia: Phnom Penh	2014	Homo sapiens
