sequenceID	fasta_name	Country	collection_date	serotype	old_genotype	genotype	major_lineage	minor_lineage	trimmed_coverage	source
MW946914	MW946914.1|2005	Thailand	2005	DENV3	3II	3II	3II_A		1	genbank
MW946942	MW946942.1|1997	Thailand	1997	DENV3	3II	3II	3II_A		1	genbank
MW946949	MW946949.1|2003	Thailand	2003	DENV3	3II	3II	3II_A		1	genbank
MW946646	MW946646.1|1999	Thailand	1999	DENV3	3II	3II	3II_A		1	genbank
KY586749	KY586749.1|2003	Thailand	2003	DENV3	3II	3II	3II_A		1	genbank
MW946730	MW946730.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
KY586747	KY586747.1|2000	Thailand	2000	DENV3	3II	3II	3II_A		1	genbank
KY586748	KY586748.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
MW946788	MW946788.1|2005	Thailand	2005	DENV3	3II	3II	3II_A		1	genbank
KY586760	KY586760.1|1998	Thailand	1998	DENV3	3II	3II	3II_A		1	genbank
MW946676	MW946676.1|2000	Thailand	2000	DENV3	3II	3II	3II_A		1	genbank
MW946893	MW946893.1|2003	Thailand	2003	DENV3	3II	3II	3II_A		1	genbank
MW946928	MW946928.1|2000	Thailand	2000	DENV3	3II	3II	3II_A		1	genbank
MW946983	MW946983.1|1999	Thailand	1999	DENV3	3II	3II	3II_A		1	genbank
MW946737	MW946737.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
MW946809	MW946809.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
KY586746	KY586746.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
KY586745	KY586745.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
MW946923	MW946923.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
KY586736	KY586736.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
KY586735	KY586735.1|2004	Thailand	2004	DENV3	3II	3II	3II_A		1	genbank
MW946952	MW946952.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
KY586733	KY586733.1|2000	Thailand	2000	DENV3	3II	3II	3II_A		1	genbank
KY586743	KY586743.1|2000	Thailand	2000	DENV3	3II	3II	3II_A		1	genbank
KY586744	KY586744.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
MW946787	MW946787.1|1998	Thailand	1998	DENV3	3II	3II	3II_A		1	genbank
KY586740	KY586740.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
KY586741	KY586741.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
MW946877	MW946877.1|2006	Thailand	2006	DENV3	3II	3II	3II_A		1	genbank
KY586742	KY586742.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
KY586739	KY586739.1|2000	Thailand	2000	DENV3	3II	3II	3II_A		1	genbank
KY586737	KY586737.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
KY586738	KY586738.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
KY586761	KY586761.1|1998	Thailand	1998	DENV3	3II	3II	3II_A		1	genbank
MW946669	MW946669.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
MW946794	MW946794.1|2000	Thailand	2000	DENV3	3II	3II	3II_A		1	genbank
KY586763	KY586763.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
KY586764	KY586764.1|2000	Thailand	2000	DENV3	3II	3II	3II_A		1	genbank
KY586762	KY586762.1|2000	Thailand	2000	DENV3	3II	3II	3II_A		1	genbank
KF955332	KF955332.1|2000	Cambodia	2000	DENV3	3II	3II	3II_A		1	genbank
FJ639721	FJ639721.1|2002	Cambodia	2002	DENV3	3II	3II	3II_A		1	genbank
FJ639722	FJ639722.1|2002	Cambodia	2002	DENV3	3II	3II	3II_A		1	genbank
KF955462	KF955462.1|2001	Cambodia	2001	DENV3	3II	3II	3II_A		1	genbank
KF955463	KF955463.1|2001	Cambodia	2001	DENV3	3II	3II	3II_A		1	genbank
FJ639720	FJ639720.1|2001	Cambodia	2001	DENV3	3II	3II	3II_A		1	genbank
FJ639719	FJ639719.1|2000	Cambodia	2000	DENV3	3II	3II	3II_A		1	genbank
GQ868626	GQ868626.1|2001	Cambodia	2001	DENV3	3II	3II	3II_A		1	genbank
GQ868627	GQ868627.1|2002	Cambodia	2002	DENV3	3II	3II	3II_A		1	genbank
FJ639723	FJ639723.1|2003	Cambodia	2003	DENV3	3II	3II	3II_A		1	genbank
MW946670	MW946670.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
MW946960	MW946960.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
MW946797	MW946797.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
MW946898	MW946898.1|1997	Thailand	1997	DENV3	3II	3II	3II_A		1	genbank
MW946862	MW946862.1|1999	Thailand	1999	DENV3	3II	3II	3II_A		1	genbank
MW946826	MW946826.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
KY586734	KY586734.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
KY586765	KY586765.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
MW946616	MW946616.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946750	MW946750.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946777	MW946777.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946846	MW946846.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946702	MW946702.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946985	MW946985.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946667	MW946667.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946883	MW946883.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946878	MW946878.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946748	MW946748.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
KY586787	KY586787.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
KY586788	KY586788.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
MW946611	MW946611.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946844	MW946844.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946909	MW946909.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946707	MW946707.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946905	MW946905.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946806	MW946806.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946940	MW946940.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946828	MW946828.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
KY586802	KY586802.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MZ857225	MZ857225.1|1991-05-21	Thailand	21/05/1991	DENV3	3II	3II	3II_A		1	genbank
MZ857226	MZ857226.1|1991-09-17	Thailand	17/09/1991	DENV3	3II	3II	3II_A		1	genbank
MW946638	MW946638.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946886	MW946886.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946847	MW946847.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
KY586801	KY586801.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946830	MW946830.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946929	MW946929.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946851	MW946851.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
MW946931	MW946931.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946621	MW946621.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
MW946649	MW946649.1|1997	Thailand	1997	DENV3	3II	3II	3II_A		1	genbank
MW946906	MW946906.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
MW946681	MW946681.1|1997	Thailand	1997	DENV3	3II	3II	3II_A		1	genbank
MW946749	MW946749.1|1999	Thailand	1999	DENV3	3II	3II	3II_A		1	genbank
MW946755	MW946755.1|1999	Thailand	1999	DENV3	3II	3II	3II_A		1	genbank
KY586799	KY586799.1|1998	Thailand	1998	DENV3	3II	3II	3II_A		1	genbank
MW946925	MW946925.1|1997	Thailand	1997	DENV3	3II	3II	3II_A		1	genbank
MW946963	MW946963.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946647	MW946647.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
MW946850	MW946850.1|1997	Thailand	1997	DENV3	3II	3II	3II_A		1	genbank
MW946922	MW946922.1|1997	Thailand	1997	DENV3	3II	3II	3II_A		1	genbank
KY586800	KY586800.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946765	MW946765.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
MW946834	MW946834.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
MW946816	MW946816.1|1997	Thailand	1997	DENV3	3II	3II	3II_A		1	genbank
MW946887	MW946887.1|1999	Thailand	1999	DENV3	3II	3II	3II_A		1	genbank
KY586798	KY586798.1|1998	Thailand	1998	DENV3	3II	3II	3II_A		1	genbank
MW946701	MW946701.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
AY876494	AY876494.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946695	MW946695.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946818	MW946818.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946727	MW946727.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
MW946682	MW946682.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946712	MW946712.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946774	MW946774.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946744	MW946744.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946703	MW946703.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946859	MW946859.1|1999	Thailand	1999	DENV3	3II	3II	3II_A		1	genbank
MW946953	MW946953.1|2003	Thailand	2003	DENV3	3II	3II	3II_A		1	genbank
MW946746	MW946746.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946823	MW946823.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946853	MW946853.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946782	MW946782.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946964	MW946964.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946780	MW946780.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
MW946752	MW946752.1|1994	Thailand	1994	DENV3	3II	3II	3II_A		1	genbank
MW946683	MW946683.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
MW946864	MW946864.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
MW946710	MW946710.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946837	MW946837.1|1997	Thailand	1997	DENV3	3II	3II	3II_A		1	genbank
MW946716	MW946716.1|2003	Thailand	2003	DENV3	3II	3II	3II_A		1	genbank
MW946713	MW946713.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
MW946954	MW946954.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
MW946631	MW946631.1|2006	Thailand	2006	DENV3	3II	3II	3II_A		1	genbank
MW946637	MW946637.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
MW946696	MW946696.1|1997	Thailand	1997	DENV3	3II	3II	3II_A		1	genbank
MW946871	MW946871.1|2003	Thailand	2003	DENV3	3II	3II	3II_A		1	genbank
MW946876	MW946876.1|2003	Thailand	2003	DENV3	3II	3II	3II_A		1	genbank
KY586796	KY586796.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
MW946803	MW946803.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
KY586797	KY586797.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946641	MW946641.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
MW946719	MW946719.1|1995	Thailand	1995	DENV3	3II	3II	3II_A		1	genbank
MW946614	MW946614.1|2006	Thailand	2006	DENV3	3II	3II	3II_A		1	genbank
KY586794	KY586794.1|2000	Thailand	2000	DENV3	3II	3II	3II_A		1	genbank
MW946708	MW946708.1|1999	Thailand	1999	DENV3	3II	3II	3II_A		1	genbank
MW946715	MW946715.1|1999	Thailand	1999	DENV3	3II	3II	3II_A		1	genbank
MW946874	MW946874.1|1996	Thailand	1996	DENV3	3II	3II	3II_A		1	genbank
MW946962	MW946962.1|2006	Thailand	2006	DENV3	3II	3II	3II_A		1	genbank
FJ744740	FJ744740.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
MW946882	MW946882.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
KY586792	KY586792.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
MW946725	MW946725.1|1998	Thailand	1998	DENV3	3II	3II	3II_A		1	genbank
MW946927	MW946927.1|1999	Thailand	1999	DENV3	3II	3II	3II_A		1	genbank
KY586791	KY586791.1|2002	Thailand	2002	DENV3	3II	3II	3II_A		1	genbank
KY586790	KY586790.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ810413	FJ810413.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744733	FJ744733.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ810414	FJ810414.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744736	FJ744736.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744738	FJ744738.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744735	FJ744735.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744737	FJ744737.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744732	FJ744732.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ687448	FJ687448.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744731	FJ744731.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744734	FJ744734.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744730	FJ744730.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744729	FJ744729.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744726	FJ744726.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744728	FJ744728.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744727	FJ744727.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
FJ744739	FJ744739.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
KY586789	KY586789.1|2004	Thailand	2004	DENV3	3II	3II	3II_A		1	genbank
MW946804	MW946804.1|2000	Thailand	2000	DENV3	3II	3II	3II_A		1	genbank
KY586793	KY586793.1|2000	Thailand	2000	DENV3	3II	3II	3II_A		1	genbank
MW946786	MW946786.1|2001	Thailand	2001	DENV3	3II	3II	3II_A		1	genbank
KY586795	KY586795.1|1999	Thailand	1999	DENV3	3II	3II	3II_A		1	genbank
MW946618	MW946618.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946933	MW946933.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946639	MW946639.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946849	MW946849.1|1998	Thailand	1998	DENV3	3II	3II	3II_B		1	genbank
MW946771	MW946771.1|1998	Thailand	1998	DENV3	3II	3II	3II_B		1	genbank
MW946793	MW946793.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946796	MW946796.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946824	MW946824.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946768	MW946768.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946889	MW946889.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
KY586815	KY586815.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946888	MW946888.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946652	MW946652.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
KY586814	KY586814.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946944	MW946944.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946855	MW946855.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946901	MW946901.1|1998	Thailand	1998	DENV3	3II	3II	3II_B		1	genbank
MW946895	MW946895.1|1998	Thailand	1998	DENV3	3II	3II	3II_B		1	genbank
MW946868	MW946868.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946937	MW946937.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
KY586816	KY586816.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946978	MW946978.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946747	MW946747.1|2010	Thailand	2010	DENV3	3II	3II	3II_B		1	genbank
MN448960	MN448960.1|2010-11-18	Thailand	18/11/2010	DENV3	3II	3II	3II_B		1	genbank
MN448981	MN448981.1|2010-12-29	Thailand	29/12/2010	DENV3	3II	3II	3II_B		1	genbank
MN448961	MN448961.1|2011-01-05	Thailand	05/01/2011	DENV3	3II	3II	3II_B		1	genbank
MN448982	MN448982.1|2011-01-05	Thailand	05/01/2011	DENV3	3II	3II	3II_B		1	genbank
MN448983	MN448983.1|2011-01-05	Thailand	05/01/2011	DENV3	3II	3II	3II_B		1	genbank
MN448980	MN448980.1|2010	Thailand	2010	DENV3	3II	3II	3II_B		1	genbank
MH888332	MH888332.1|2012-07-23	Thailand	23/07/2012	DENV3	3II	3II	3II_B		1	genbank
KT424097	KT424097.1|2014-08-28	Thailand	28/08/2014	DENV3	3II	3II	3II_B		1	genbank
MW946972	MW946972.1|2008	Myanmar	2008	DENV3	3II	3II	3II_B		1	genbank
MW946661	MW946661.1|2008	Thailand	2008	DENV3	3II	3II	3II_B		1	genbank
MN448988	MN448988.1|2011-07-14	Thailand	14/07/2011	DENV3	3II	3II	3II_B		1	genbank
MW946640	MW946640.1|2012	Thailand	2012	DENV3	3II	3II	3II_B		1	genbank
MW946779	MW946779.1|2013	Thailand	2013	DENV3	3II	3II	3II_B		1	genbank
KY849775	KY849775.1|2010-08-05	Lao	05/08/2010	DENV3	3II	3II	3II_B		1	genbank
KY849772	KY849772.1|2010-08-24	Lao	24/08/2010	DENV3	3II	3II	3II_B		1	genbank
KY849774	KY849774.1|2010-10-21	Lao	21/10/2010	DENV3	3II	3II	3II_B		1	genbank
KY849769	KY849769.1|2010-08-09	Lao	09/08/2010	DENV3	3II	3II	3II_B		1	genbank
MW426463	MW426463.1|2014-10-15	China	15/10/2014	DENV3	3II	3II	3II_B		1	genbank
KR296744	KR296744.1|2013	China	2013	DENV3	3II	3II	3II_B		1	genbank
MF682971	MF682971.1|2013-07-22	China	22/07/2013	DENV3	3II	3II	3II_B		1	genbank
MF682972	MF682972.1|2013-10-19	China	19/10/2013	DENV3	3II	3II	3II_B		1	genbank
MF682973	MF682973.1|2013-10-09	China	09/10/2013	DENV3	3II	3II	3II_B		1	genbank
KR296743	KR296743.1|2013	China	2013	DENV3	3II	3II	3II_B		1	genbank
KF824902	KF824902.1|2013	China	2013	DENV3	3II	3II	3II_B		1	genbank
KF824903	KF824903.1|2013	China	2013	DENV3	3II	3II	3II_B		1	genbank
MF682975	MF682975.1|2013-08-27	China	27/08/2013	DENV3	3II	3II	3II_B		1	genbank
MF682974	MF682974.1|2013-09-21	China	21/09/2013	DENV3	3II	3II	3II_B		1	genbank
MN018369	MN018369.1|2013-08-21	China	21/08/2013	DENV3	3II	3II	3II_B		1	genbank
KJ622191	KJ622191.1|2013	China	2013	DENV3	3II	3II	3II_B		1	genbank
KJ622192	KJ622192.1|2013	China	2013	DENV3	3II	3II	3II_B		1	genbank
KJ622194	KJ622194.1|2013	China	2013	DENV3	3II	3II	3II_B		1	genbank
KJ622193	KJ622193.1|2013	China	2013	DENV3	3II	3II	3II_B		1	genbank
KJ622197	KJ622197.1|2013	China	2013	DENV3	3II	3II	3II_B		1	genbank
KJ622199	KJ622199.1|2013	China	2013	DENV3	3II	3II	3II_B		1	genbank
KJ622196	KJ622196.1|2013	China	2013	DENV3	3II	3II	3II_B		1	genbank
KJ622195	KJ622195.1|2013	China	2013	DENV3	3II	3II	3II_B		1	genbank
KJ622198	KJ622198.1|2013	China	2013	DENV3	3II	3II	3II_B		1	genbank
KY849761	KY849761.1|2010-07-27	Lao	27/07/2010	DENV3	3II	3II	3II_B		1	genbank
KY849773	KY849773.1|2010-07-25	Lao	25/07/2010	DENV3	3II	3II	3II_B		1	genbank
KY849771	KY849771.1|2010-05-26	Lao	26/05/2010	DENV3	3II	3II	3II_B		1	genbank
KY849770	KY849770.1|2010-08-12	Lao	12/08/2010	DENV3	3II	3II	3II_B		1	genbank
MW946764	MW946764.1|2010	Thailand	2010	DENV3	3II	3II	3II_B		1	genbank
MW946789	MW946789.1|2010	Thailand	2010	DENV3	3II	3II	3II_B		1	genbank
MW946688	MW946688.1|2011	Thailand	2011	DENV3	3II	3II	3II_B		1	genbank
MW946902	MW946902.1|2011	Thailand	2011	DENV3	3II	3II	3II_B		1	genbank
KY586806	KY586806.1|2008	Thailand	2008	DENV3	3II	3II	3II_B		1	genbank
KY586808	KY586808.1|2010	Thailand	2010	DENV3	3II	3II	3II_B		1	genbank
KY586809	KY586809.1|2009	Thailand	2009	DENV3	3II	3II	3II_B		1	genbank
KY586807	KY586807.1|2010	Thailand	2010	DENV3	3II	3II	3II_B		1	genbank
KY586810	KY586810.1|2009	Thailand	2009	DENV3	3II	3II	3II_B		1	genbank
KY586811	KY586811.1|2009	Thailand	2009	DENV3	3II	3II	3II_B		1	genbank
KY586812	KY586812.1|2010	Thailand	2010	DENV3	3II	3II	3II_B		1	genbank
KY586804	KY586804.1|2007	Thailand	2007	DENV3	3II	3II	3II_B		1	genbank
KY586805	KY586805.1|2008	Thailand	2008	DENV3	3II	3II	3II_B		1	genbank
KY586813	KY586813.1|2009	Thailand	2009	DENV3	3II	3II	3II_B		1	genbank
MW946852	MW946852.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946664	MW946664.1|2011	Thailand	2011	DENV3	3II	3II	3II_B		1	genbank
MW946742	MW946742.1|2010	Thailand	2010	DENV3	3II	3II	3II_B		1	genbank
ON055566	ON055566.1|2010-10-15	Thailand	15/10/2010	DENV3	3II	3II	3II_B		1	genbank
MW946829	MW946829.1|2005	Thailand	2005	DENV3	3II	3II	3II_B		1	genbank
MW946668	MW946668.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946773	MW946773.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946932	MW946932.1|1998	Thailand	1998	DENV3	3II	3II	3II_B		1	genbank
KY586817	KY586817.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
MW946938	MW946938.1|2006	Thailand	2006	DENV3	3II	3II	3II_B		1	genbank
KY586803	KY586803.1|2007	Thailand	2007	DENV3	3II	3II	3II_B		1	genbank
MW946791	MW946791.1|1997	Thailand	1997	DENV3	3II	3II	3II_B		1	genbank
AY496871	AY496871.2|2002	Bangladesh	2002	DENV3	3II	3II	3II_B		1	genbank
AY496874	AY496874.2|2002	Bangladesh	2002	DENV3	3II	3II	3II_B		1	genbank
AY496873	AY496873.2|2002	Bangladesh	2002	DENV3	3II	3II	3II_B		1	genbank
AY496877	AY496877.2|2002	Bangladesh	2002	DENV3	3II	3II	3II_B		1	genbank
MW946620	MW946620.1|1994	Thailand	1994	DENV3	3II	3II	3II_B		1	genbank
MW946861	MW946861.1|1994	Thailand	1994	DENV3	3II	3II	3II_B		1	genbank
MW946660	MW946660.1|1994	Thailand	1994	DENV3	3II	3II	3II_B		1	genbank
MW946959	MW946959.1|1994	Thailand	1994	DENV3	3II	3II	3II_B		1	genbank
MW946645	MW946645.1|1994	Thailand	1994	DENV3	3II	3II	3II_B		1	genbank
MW946825	MW946825.1|1994	Thailand	1994	DENV3	3II	3II	3II_B		1	genbank
OK605764	OK605764.1|1994	Thailand	1994	DENV3	3II	3II	3II_B		1	genbank
MW946627	MW946627.1|1994	Thailand	1994	DENV3	3II	3II	3II_B		1	genbank
KY586818	KY586818.1|2007	Thailand	2007	DENV3	3II_related	3II	3II_B		1	genbank
EU081181	EU081181.1|2004	Singapore	2004	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081187	EU081187.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081199	EU081199.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081191	EU081191.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081220	EU081220.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081198	EU081198.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081197	EU081197.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081188	EU081188.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081192	EU081192.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081212	EU081212.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081218	EU081218.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081219	EU081219.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081211	EU081211.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081202	EU081202.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081207	EU081207.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081210	EU081210.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081222	EU081222.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081189	EU081189.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081193	EU081193.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081194	EU081194.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081208	EU081208.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
